id|utterance|description|emotion|date_created|status|gender|age|level|audio_recording|user_id
989|"The phainopepla is particularly dependent on desert mistletoe, ""Phoradendron californicum""."|In an {emotion} voice, {user_id} says {transcription}. emphasising on {particularly} and {desert}.|Sarcastic|2022-08-02 13:21:17.319482|Complete|Female|20s|0|wavs/recorded_audio_4U19dbp.webm|3
990|Several composers have set the Seven Last Words to music.|Placing emphasis on {Seven Last Words}, {user_id} said {transcription}, in an {emotion} voice.|Sarcastic|2022-08-02 13:21:51.078692|Complete|Female|20s|0|wavs/recorded_audio_ohe0Ez6.webm|3
991|Several individuals are gathered on the beach.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {gathered} and {the beach}.|Sad|2022-08-02 13:22:12.882630|Complete|Female|20s|7|wavs/recorded_audio_LylE51q.webm|3
992|A classroom of young children holding a pose.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {young} and {pose}.|Happy|2022-08-02 13:22:49.654581|Complete|Female|20s|2|wavs/recorded_audio_Ne32pW4.webm|3
993|Performing is a passion for these dancers.|Placing emphasis on {Performing}, {user_id} said {transcription}, in an {emotion} voice.|Sarcastic|2022-08-02 13:23:07.001763|Complete|Female|20s|0|wavs/recorded_audio_QhGvJGL.webm|3
994|The Vinhos Verdes are light and fresh.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {light and fresh}.|Surprised|2022-08-02 13:25:58.776377|Complete|Female|20s|4|wavs/recorded_audio_6verQdd.webm|3
995|This is the most popular time at Camp Ware.|Placing emphasis on {This is}, {user_id} said {transcription}, in an {emotion} voice.|Sarcastic|2022-08-02 13:26:35.601740|Complete|Female|20s|1|wavs/recorded_audio_OMf8CEL.webm|3
996|Another beautiful place is the Gayathri Peedam, situated in Brindhaven.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {beautiful} and {situated}.|Neutral|2022-08-02 13:30:52.109814|Complete|Female|20s|0|wavs/recorded_audio_8aWgkuk.webm|3
997|State schedules may vary from federal schedules.|Placing emphasis on {schedules}, {vary} adn {federal}, {user_id} said {transcription}, in an {emotion} voice.|Sad|2022-08-02 13:31:13.588632|Complete|Female|20s|8|wavs/recorded_audio_FzhrP05.webm|3
998|The result was a near-doubling of speed.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {doubling}.|Sarcastic|2022-08-02 13:31:57.282810|Complete|Female|20s|0|wavs/recorded_audio_CoDKkFU.webm|3
999|Kam Fong Chun was born in the Kalihi neighborhood of Honolulu, Hawaii.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Kalihi}.|Neutral|2022-08-02 13:33:50.849394|Complete|Female|20s|0|wavs/recorded_audio_KPPDndU.webm|3
1000|Minaminaka District was dissolved as a result of this merger.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {dissolved} and {merger}.|Excited|2022-08-02 13:35:36.756050|Complete|Female|20s|7|wavs/recorded_audio_avW1Rio.webm|3
1001|They emphasize being casual and comfortable.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {casual and comfortable}.|Disgust|2022-08-02 13:36:15.257299|Complete|Female|20s|3|wavs/recorded_audio_1iXbvx9.webm|3
1002|Yet, so complete was the design that it was worthy of preservation.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {design}, {worthy} and {preservation}.|Excited|2022-08-02 13:36:48.419134|Complete|Female|20s|7|wavs/recorded_audio_o06YaOw.webm|3
1003|After interviewing Cole on the matter, police decided not to reopen the case.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {police decided not}.|Happy|2022-08-02 13:37:10.216553|Complete|Female|20s|0|wavs/recorded_audio_71VUtmn.webm|3
1004|The type and source of data are usually stated on the datasheet.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {type and source} and {usually}.|Surprised|2022-08-02 13:37:49.080344|Complete|Female|20s|5|wavs/recorded_audio_3RY1UWN.webm|3
1005|The cats often learn to play games such as 'fetch' and 'tag'.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {cats often learn} and {'fetch' and 'tag'}.|Sarcastic|2022-08-04 12:19:55.384765|Complete|Female|20s|0|wavs/recorded_audio_3vfUYP9.webm|3
1006|Xerox developed macro procedures in PostScript language dictionaries to make page control easier.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Xerox}, {macro}, {PostScript}, {page} and {easier}.|Disgust|2022-08-04 12:21:37.458192|Complete|Female|20s|2|wavs/recorded_audio_7ha7uMR.webm|3
1007|It is seven miles away from the Howe-LaGrange interchange of the Indiana Toll Road.|Placing emphasis on {Howe-LaGrange} and {Toll Road}, {user_id} said {transcription}, in an {emotion} voice.|Happy|2022-08-04 12:23:42.156359|Complete|Female|20s|1|wavs/recorded_audio_tT8IOJQ.webm|3
1008|The adult female mite is reddish-brown in color, while the male is white.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {adult female mite} and {the male}.|Sad|2022-08-04 12:24:29.283737|Complete|Female|20s|7|wavs/recorded_audio_fjw2EA6.webm|3
1009|Post doctoral training programmes are also being offered.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Post doctoral training} and {offered}.|Sad|2022-08-04 12:25:06.172009|Complete|Female|20s|7|wavs/recorded_audio_dlY76Eh.webm|3
1010|Most are pre-Victorian though a few are more recent.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Most} and {pre-Victorian}.|Surprised|2022-08-04 12:25:40.043739|Complete|Female|20s|4|wavs/recorded_audio_sYxbAGD.webm|3
1011|Wonderama, Wars and a Whole Bunch of Life.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Wars} and {Whole Bunch of Life}.|Excited|2022-08-04 12:26:46.160465|Complete|Female|20s|8|wavs/recorded_audio_KLmeEpb.webm|3
1012|The interior of the ship was almost completely stripped during this time.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {almost completely} and {this time}.|Excited|2022-08-04 12:27:11.569461|Complete|Female|20s|8|wavs/recorded_audio_cYdXMSA.webm|3
1013|The National Assembly convenes twice a year in ordinary periods of sessions.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {National} and {twice}.|Happy|2022-08-04 12:28:15.872822|Complete|Female|20s|2|wavs/recorded_audio_K5b3gLx.webm|3
1014|He was regarded as one of the best defensive catchers of his era.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {regarded}, {catchers} and {era}.|Surprised|2022-08-04 12:28:42.087234|Complete|Female|20s|5|wavs/recorded_audio_6IvNo9Q.webm|3
1015|Apart from alignment, there are no restrictions on multi-class combinations.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {multi-class}.|Happy|2022-08-04 12:29:59.531482|Complete|Female|20s|2|wavs/recorded_audio_wy2sae1.webm|3
1016|Bran is often heat-treated to increase its longevity.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Bran} and {longevity}.|Disgust|2022-08-04 12:30:31.843206|Complete|Female|20s|4|wavs/recorded_audio_FcxtLDW.webm|3
1017|Modern scholarship confirms the identification.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {scholarship} and {confirms}.|Disgust|2022-08-04 12:31:42.092514|Complete|Female|20s|2|wavs/recorded_audio_kMbvCew.webm|3
1018|A blacksmith works at his anvil in the foreground.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {works}, {anvil} and {in the foreground}.|Excited|2022-08-04 12:32:33.102686|Complete|Female|20s|8|wavs/recorded_audio_o8v8xzu.webm|3
1019|The town has clear views of Kanchenjunga and Siniolchu.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {town}.|Happy|2022-08-04 12:37:07.305876|Complete|Female|20s|2|wavs/recorded_audio_iTPcsQe.webm|3
1020|There are some small differences in orthography.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {small}.|Excited|2022-08-04 12:38:24.688310|Complete|Female|20s|8|wavs/recorded_audio_6nL98Sy.webm|3
1021|I even picked the songs.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {picked}.|Neutral|2022-08-04 12:38:52.771236|Complete|Female|20s|0|wavs/recorded_audio_BEv8ooJ.webm|3
1022|But as for fifty pounds — that's nonsense!|Placing emphasis on {nonsense}, {user_id} said {transcription}, in an {emotion} voice.|Neutral|2022-08-04 12:39:12.379044|Complete|Female|20s|0|wavs/recorded_audio_T0dbmuR.webm|3
1023|It was the second World's Fair.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {second World's Fair}.|Excited|2022-08-04 12:39:56.237948|Complete|Female|20s|8|wavs/recorded_audio_4dCo0BL.webm|3
1024|Bushwillow trees often are important plants in their habitat.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {often}, {important plants} and {habitat}.|Excited|2022-08-04 12:40:27.073070|Complete|Female|20s|7|wavs/recorded_audio_mgpOzq3.webm|3
1025|Under this class of female noble courtiers, were the non-noble female servants.|Placing emphasis on {this class} and {non-noble}, {user_id} said {transcription}, in an {emotion} voice.|Surprised|2022-08-04 12:41:44.123494|Complete|Female|20s|3|wavs/recorded_audio_omc9yGQ.webm|3
1026|The islands are composed of magmatic rocks of different ages.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {magmatic} and {ages}.|Excited|2022-08-04 12:42:30.915172|Complete|Female|20s|7|wavs/recorded_audio_NCYj3t3.webm|3
1027|"During the ""Bonanza"" years, Williams and Landon did appearances together in some installments."|"Placing emphasis on {""Bonanza""} and {in some installments}, {user_id} said {transcription}, in an {emotion} voice."|Angry|2022-08-04 12:43:25.528927|Complete|Female|20s|8|wavs/recorded_audio_59AlNza.webm|3
1028|Two days later, Dickau signed with the Clippers.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Two days}, {Dickau}, {Clippers}.|Happy|2022-08-04 12:44:08.973454|Complete|Female|20s|2|wavs/recorded_audio_vjtG9FC.webm|3
1029|ClearCase dynamic views are slower than local filesystems, even with a good network infrastructure.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {ClearCase dynamic views}, {slower} and {even}.|Happy|2022-08-04 12:45:22.210964|Complete|Female|20s|2|wavs/recorded_audio_RdzPlQt.webm|3
1030|He refuses to stop and a sheriff's deputy shoots him dead.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {stop} and {shoots him dead}.|Sad|2022-08-04 12:45:58.983424|Complete|Female|20s|9|wavs/recorded_audio_0myWVxZ.webm|3
1031|There is some ambiguity pertaining to the language used in Beth Qatraye.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {ambiguity}, {pertaining} and {Beth Qatraye}.|Angry|2022-08-04 12:47:31.679769|Complete|Female|20s|8|wavs/recorded_audio_feX7eqh.webm|3
1032|Some species are known to exhibit parental care of eggs and nymphs.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Some}, {exhibit parental care} and {eggs and nymphs}.|Sarcastic|2022-08-04 12:49:04.248156|Complete|Female|20s|3|wavs/recorded_audio_oGPqWNq.webm|3
1033|Hagfish have elongated, eel-like bodies, and paddle-like tails.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {elongated} and {and}.|Happy|2022-08-04 12:49:33.062875|Complete|Female|20s|2|wavs/recorded_audio_4th2FeU.webm|3
1034|Many of those were restored by David Shepard's Film Preservation Associates.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {those}, {restored} and {David Shepard's}.|Surprised|2022-08-04 12:50:06.452936|Complete|Female|20s|6|wavs/recorded_audio_iwMuZ78.webm|3
1035|He previously played at the University of North Dakota.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {He}, {played} and {North Dakota}.|Surprised|2022-08-04 12:50:42.427183|Complete|Female|20s|5|wavs/recorded_audio_Pl8ipD9.webm|3
1036|Haim Aharon died eight years later.|Placing emphasis on {Haim Aharon} and {eight years later}, {user_id} said {transcription}, in an {emotion} voice.|Disgust|2022-08-04 12:52:18.103851|Complete|Female|20s|3|wavs/recorded_audio_JoD4XvL.webm|3
1037|I don't like gay people and I don't like to be around gay people.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {don't} and {around}.|Excited|2022-08-04 12:52:41.609837|Complete|Female|20s|8|wavs/recorded_audio_QBCau5m.webm|3
1038|Three Tibetan incarnate lamas have roles in the film.|Placing emphasis on {Three}, {user_id} said {transcription}, in an {emotion} voice.|Neutral|2022-08-04 12:53:36.639092|Complete|Female|20s|0|wavs/recorded_audio_8NtPCMB.webm|3
1039|In the Marvel Universe, he is the head of the Deviant race's priesthood.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Marvel Universe}, {the head}, {Deviant} and {priesthood}.|Sarcastic|2022-08-04 12:54:04.874192|Complete|Female|20s|1|wavs/recorded_audio_TW2Gc6r.webm|3
1040|The award has been presented to one amateur player, Daniel Brabant.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {award}, {presented}, {amateur player} and {Daniel Brabant}.|Disgust|2022-08-04 12:54:59.198525|Complete|Female|20s|2|wavs/recorded_audio_LbmvR4M.webm|3
1041|The district includes the cities of Richland, Spokane, and Yakima, amongst others.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Spokane, and Yakima}.|Neutral|2022-08-04 12:56:15.987582|Complete|Female|20s|0|wavs/recorded_audio_jo7HSmS.webm|3
1042|This Murid is promoted faster than others.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {This Murid} and {faster}.|Happy|2022-08-04 12:56:51.292460|Complete|Female|20s|2|wavs/recorded_audio_K67pyN1.webm|3
1043|Cao Chun's men took the head of Yuan Tan.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {men}.|Disgust|2022-08-04 12:58:49.106572|Complete|Female|20s|3|wavs/recorded_audio_9rvuj0l.webm|3
1044|George F. Loewenstein explored visceral factors related to addictions like smoking.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {George F. Loewenstein}, {visceral} and {addictions}.|Excited|2022-08-04 12:59:57.089888|Complete|Female|20s|8|wavs/recorded_audio_a11i3gz.webm|3
1045|I Love You.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {I} and {You}.|Disgust|2022-08-04 13:00:19.279206|Complete|Female|20s|6|wavs/recorded_audio_Qb4VBMl.webm|3
1046|Prole quarters consist of rundown Victorian houses, shops and pubs.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Prole quarters}, {rundown} and {and pubs}.|Surprised|2022-08-04 13:00:57.269853|Complete|Female|20s|4|wavs/recorded_audio_mjDIIna.webm|3
1047|Some of Wayamba's best resort beaches are at Marawila, Talwila, Kalpitiya and Waikkal.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {best}.|Neutral|2022-08-04 13:07:02.980219|Complete|Female|20s|0|wavs/recorded_audio_dQuM6HC.webm|3
1048|The yattle is a cross between a cow and a yak.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {yattle} and {cow and a yak}.|Angry|2022-08-04 13:07:24.587040|Complete|Female|20s|9|wavs/recorded_audio_PEcKjUe.webm|3
1049|Though Denmark soon gained the upper hand, it was unable to defeat Sweden entirely.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {unable} and {Sweden}.|Happy|2022-08-04 13:08:02.246601|Complete|Female|20s|1|wavs/recorded_audio_w1qwCzb.webm|3
1050|Davis was influenced by the utopian ideas of Robert Owen.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Davis} and {Robert Owen}.|Excited|2022-08-04 13:08:59.064528|Complete|Female|20s|8|wavs/recorded_audio_67HIOvl.webm|3
1051|Roll rate causes incidence at the fin, which generates a corresponding side force.|Placing emphasis on {Roll rate}, {user_id} said {transcription}, in an {emotion} voice.|Sarcastic|2022-08-04 13:09:51.710629|Complete|Female|20s|6|wavs/recorded_audio_hQjnxla.webm|3
1052|The average elevation is above sea level.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {average elevation} and {sea level}.|Disgust|2022-08-04 13:10:42.969744|Complete|Female|20s|3|wavs/recorded_audio_7lUPRTC.webm|3
1053|Small growers in Naples, Florida have been successful in growing African blackwood there.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Naples} and {African}.|Disgust|2022-08-04 13:12:23.337656|Complete|Female|20s|2|wavs/recorded_audio_hL6A79X.webm|3
1054|Winter Sunday services is half-hourly.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Winter Sunday} and {half-hourly}.|Disgust|2022-08-04 13:12:50.997590|Complete|Female|20s|4|wavs/recorded_audio_SffXIVy.webm|3
1055|Eventually, both parties reached an agreement.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Eventually}.|Neutral|2022-08-04 13:13:20.335938|Complete|Female|20s|0|wavs/recorded_audio_9Mias7w.webm|3
1056|At this time, two administrative districts, Canino-Timansky and Bolshezemelsky were founded.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {time} and {districts}.|Sad|2022-08-10 13:29:13.237621|Complete|Female|20s|7|wavs/recorded_audio_dFrZ1mG.webm|3
1057|It lies in the Shropshire Hills area of outstanding natural beauty.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Shropshire Hills} and {outstanding natural beauty}.|Happy|2022-08-04 13:14:40.501003|Complete|Female|20s|3|wavs/recorded_audio_jq10Zac.webm|3
1058|"The word ""Ut"" is still in use to name the C-clef."|"Placing emphasis on {""Ut""} and {still}, {user_id} said {transcription}, in an {emotion} voice."|Surprised|2022-08-04 13:15:58.309302|Complete|Female|20s|4|wavs/recorded_audio_PP1YrwL.webm|3
1059|The film also stars Olivier Gourmet and Serge Riaboukine.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {also}.|Sad|2022-08-04 13:18:08.098908|Complete|Female|20s|8|wavs/recorded_audio_HvVRmTD.webm|3
1060|They either are event driven or time sharing.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {are} and {sharing}.|Surprised|2022-08-04 13:18:37.902555|Complete|Female|20s|2|wavs/recorded_audio_IsR9kuI.webm|3
1061|His father Luis I advised him to be modest and to study with focus.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {modest} and {focus}.|Disgust|2022-08-04 13:21:06.212062|Complete|Female|20s|3|wavs/recorded_audio_fHTxGgM.webm|3
1062|Previous conductors include Tom Seligman, Errol Girdlestone, Tomas Netopil and Kevin Griffiths.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Previous}.|Sad|2022-08-10 13:35:24.966095|Complete|Female|20s|7|wavs/recorded_audio_SzQqP30.webm|3
1063|This territory borders on Lankaran, Lerik, Yardimli, Jalilabad, Neftchala districts.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {borders}.|Happy|2022-08-10 13:42:32.557520|Complete|Female|20s|2|wavs/recorded_audio_tqWIEki.webm|3
1064|He was not wearing a seat belt and was ejected from the vehicle.|Placing emphasis on {not} and {ejected}, {user_id} said {transcription}, in an {emotion} voice.|Angry|2022-08-04 13:22:21.769114|Complete|Female|20s|9|wavs/recorded_audio_GaDeF5I.webm|3
1065|These communication devices are connected to the Station Control Room at Ladbroke Grove station.|Placing emphasis on {communication devices}, {Control Room} and {Ladbroke Grove station}, {user_id} said {transcription}, in an {emotion} voice.|Surprised|2022-08-04 13:23:20.754320|Complete|Female|20s|6|wavs/recorded_audio_w6Hs0tq.webm|3
1066|They were intended for use on the line between Wimbledon and Croydon.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {intended} and {and Croydon}.|Sad|2022-08-04 13:23:44.752926|Complete|Female|20s|8|wavs/recorded_audio_DtQEv1X.webm|3
1067|ScatterChat is an encrypted instant messaging client based on Gaim.|Placing emphasis on {encrypted} and {instant messaging}, {user_id} said {transcription}, in an {emotion} voice.|Angry|2022-08-04 13:25:07.461690|Complete|Female|20s|9|wavs/recorded_audio_zbjuKLe.webm|3
1068|He didn't have much money and often slept in a bar counter in Helena.|Placing emphasis on {much money} and {bar counter}, {user_id} said {transcription}, in an {emotion} voice.|Sarcastic|2022-08-04 13:26:31.761105|Complete|Female|20s|0|wavs/recorded_audio_RanVlvV.webm|3
1069|The local economy is mainly supported by farming.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {farming}.|Angry|2022-08-10 13:43:12.244848|Complete|Female|20s|7|wavs/recorded_audio_Gy2SZCq.webm|3
1070|It was critically acclaimed, winning many honors.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {critically}.|Neutral|2022-08-10 13:43:46.382611|Complete|Female|20s|0|wavs/recorded_audio_ReYyexr.webm|3
1071|The orchestra is arranged and conducted by Nelson Riddle.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {arranged} and {Nelson Riddle}.|Disgust|2022-08-10 13:44:17.947002|Needs Updating|Female|20s|5|wavs/recorded_audio_phsJFva.webm|3
1072|Govia also unsuccessfully bid for the Regional Railways North West and ScotRail franchises.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {and}.|Sad|2022-08-10 13:46:07.308416|Complete|Female|20s|9|wavs/recorded_audio_IFoO33T.webm|3
1073|The administrative centre was in Tianjin even though the provincial capital was in Baoding.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Tianjin} and {Baoding}.|Surprised|2022-08-10 13:49:05.757521|Complete|Female|20s|5|wavs/recorded_audio_LCVbkO4.webm|3
1074|Cota's team won the Lithuanian National Championship both season.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {Word} and {Word}.|Excited|2022-08-10 13:49:51.288660|Needs Updating|Female|20s|9|wavs/recorded_audio_Wjky09Y.webm|3
1075|There are several accident blackspots along the length of the road.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {several} and {the road}.|Disgust|2022-08-10 13:50:41.550633|Complete|Female|20s|3|wavs/recorded_audio_x4Cczv7.webm|3
1076|The collection is edited by Jenny Offill and Elissa Schappell.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {collection}.|Neutral|2022-08-10 13:53:33.290912|Complete|Female|20s|0|wavs/recorded_audio_wjw6Ndl.webm|3
1077|This helped to change the reputation of the area.|Placing emphasis on {change} and {reputation}, {user_id} said {transcription}, in an {emotion} voice.|Sad|2022-08-10 13:53:59.697530|Complete|Female|20s|8|wavs/recorded_audio_QC8uc0G.webm|3
1078|The United States is not a signatory and has not banned the chemical.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {United States}, {not} and {not banned}.|Sad|2022-08-10 13:54:43.138815|Complete|Female|20s|8|wavs/recorded_audio_o9xOF45.webm|3
1079|Delays meant the bill could not reach the floor for a conclusive vote.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {conclusive vote}.|Angry|2022-08-10 13:55:11.129872|Complete|Female|20s|8|wavs/recorded_audio_t6Tbrre.webm|3
1080|All disk administration could be performed online, without taking any file system offline.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {performed} and {any}.|Happy|2022-08-10 13:55:47.714363|Complete|Female|20s|2|wavs/recorded_audio_aYhSTXH.webm|3
1081|Of course, I’ll be there!|Placing emphasis on {there}, {user_id} said {transcription}, in an {emotion} voice.|Neutral|2022-08-10 13:56:37.122793|Complete|Female|20s|0|wavs/recorded_audio_OKBjqc2.webm|3
1082|The hash sign is sometimes known as the number sign or the pound sign|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {hash} and {pound}.|Sad|2022-08-10 13:57:24.568453|Complete|Female|20s|8|wavs/recorded_audio_OKMhMVU.webm|3
1083|I have three essays due in the next week.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {three} and {in the next week}.|Surprised|2022-08-10 13:57:52.097030|Complete|Female|20s|6|wavs/recorded_audio_D4JzxK6.webm|3
1084|She graduated from Shimizugaoka High School.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {Shimizugaoka}.|Sad|2022-08-10 13:59:31.706565|Complete|Female|20s|7|wavs/recorded_audio_3hFySLU.webm|3
1085|He was once taken to Mars by aliens mistaking him as Chacha Chaudhary.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {He}, {Mars} and {aliens}.|Surprised|2022-08-10 14:01:25.531097|Complete|Female|20s|5|wavs/recorded_audio_UDERrZ4.webm|3
1086|Sacred Heart Elementary School is a Catholic school teaching preschool through the sixth grade.|With a {emotion} voice, {user_id} said {transcription}. Placing emphasis on {Sacred Heart Elementary School} and {sixth grade}.|Sad|2022-08-10 14:01:59.387570|Complete|Female|20s|8|wavs/recorded_audio_GBSBgOr.webm|3
1087|There is also a very large production of inorganic pigments.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {There is also}, {very large} and {pigments}.|Excited|2022-08-10 14:02:43.993976|Complete|Female|20s|7|wavs/recorded_audio_Lrei2rH.webm|3
1088|At least I had nothing in my mind that I could say.|Placing emphasis on {Word} and {Word}, {user_id} said {transcription}, in an {emotion} voice.|Angry|2022-08-10 14:03:08.382449|Needs Updating|Female|20s|9|wavs/recorded_audio_pHblOJv.webm|3
1089|They just missed out on the finals that year in heartbreaking circumstances.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {that year}.|Angry|2022-08-10 14:04:10.923794|Complete|Female|20s|8|wavs/recorded_audio_RSiWUvu.webm|3
1090|The internet and speed dating agencies are the biggest of the group.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {biggest}.|Neutral|2022-08-10 14:04:33.111014|Complete|Female|20s|0|wavs/recorded_audio_MhBg4M3.webm|3
1091|The picture is notable for several reasons.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {notable} and {several}.|Excited|2022-08-10 14:04:51.009372|Complete|Female|20s|9|wavs/recorded_audio_NbKX6JS.webm|3
1092|Handler is also an author.|{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {also} and {author}.|Sad|2022-08-10 14:05:10.307007|Complete|Female|20s|8|wavs/recorded_audio_RtCNgV7.webm|3
1093|"Of these, many are engaged in ""political intelligence""."|"{user_id} said {transcription} With a {emotion} voice. Placing emphasis on {engaged} and {""political intelligence""}."|Sarcastic|2022-08-10 14:05:36.008067|Complete|Female|20s|1|wavs/recorded_audio_3jFqrS1.webm|3
1094|In the same year Raysing also bought other properties in Sewerby.|Placing emphasis on {Sewerby}, {user_id} said {transcription}, in an {emotion} voice.|Neutral|2022-08-10 14:07:20.458786|Complete|Female|20s|0|wavs/recorded_audio_4Ywygpz.webm|3
1095|He also worked on the turbulence of stellar atmosphere and expanding shells around stars.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {turbulence}, {expanding} and {stars}.|Angry|2022-08-10 14:08:12.291625|Complete|Female|20s|9|wavs/recorded_audio_G3mVXv8.webm|3
1096|The same monk also built the first castle.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {same monk}.|Excited|2022-08-10 14:08:37.125393|Complete|Female|20s|8|wavs/recorded_audio_Neewco9.webm|3
1097|Patrick manages to find a saloon and meets Ruby Lou.|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Ruby Lou}.|Angry|2022-08-10 14:09:08.087632|Complete|Female|20s|8|wavs/recorded_audio_JZvGLiu.webm|3
1098|The River Doon is popular with local anglers.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {popular}.|Sarcastic|2022-08-10 14:09:32.754675|Complete|Female|20s|0|wavs/recorded_audio_fydwaY7.webm|3
1099|A serenade an evening concert in the open air.|In an {emotion} voice, {user_id} says {transcription}. emphasising on {A serenade} and {open air}.|Angry|2022-08-10 14:10:13.068459|Complete|Female|20s|8|wavs/recorded_audio_1YJLT4A.webm|3
1100|There are numerous advantages of using optical devices for computing.|Placing emphasis on {numerous}, {user_id} said {transcription}, in an {emotion} voice.|Happy|2022-08-10 14:10:51.957875|Complete|Female|20s|2|wavs/recorded_audio_laI67s8.webm|3
1101|Mrs. wife lady Miss|{transcription} said {user_id} in a {emotion} voice. Placing emphasis on {Mrs. wife}|Sarcastic|2022-08-10 14:11:20.420110|Complete|Female|20s|2|wavs/recorded_audio_Vu7t50Y.webm|3
